isbn,original_publication_year,title,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,author,description,page_count
451227190,2009.0,"Carpe Corpus (The Morganville Vampires, #6)",4.21,41536,452,1381,7418,13655,20664,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Rachel Caine,"Read Rachel Caine's posts on the Penguin Blog

In the small college town of Morganville, vampires and humans lived in (relative) peace-until all the rules got rewritten when the evil vampire Bishop arrived, looking for the lost book of vampire secrets. He's kept a death grip on the town ever since. Now an underground resistance is brewing, and in order to contain it, Bishop must go to even greater lengths. He vows to obliterate the town and all its inhabitants-the living and the undead. Claire Danvers and her friends are the only ones who stand in his way. But even if they defeat Bishop, will the vampires ever be content to go back to the old rules, after having such a taste of power?",241
451224639,2008.0,"Feast of Fools (The Morganville Vampires, #4)",4.17,43435,446,1547,8457,14841,20662,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Rachel Caine,"The wait is over. dig into the feast...

In the town of Morganville, vampires and humans live in relative peace. Student Claire Danvers has never been convinced, though, especially with the arrival of Mr. Bishop, an ancient, old-school vampire who cares nothing about harmony. What he wants from the town's living and its dead is unthinkably sinister. It's only at a formal ball, attended by vampires and their human dates, that Claire realizes the elaborately evil trap he's set for Morganville.",242
316156116,2005.0,Consider the Lobster and Other Essays,4.25,26551,248,717,3541,11853,13203,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,David Foster Wallace,"Do lobsters feel pain? Did Franz Kafka have a funny bone? What is John Updike's deal, anyway? And what happens when adult video starlets meet their fans in person? David Foster Wallace answers these questions and more in essays that are also enthralling narrative adventures. Whether covering the three-ring circus of a vicious presidential race, plunging into the wars between dictionary writers, or confronting the World's Largest Lobster Cooker at the annual Maine Lobster Festival, Wallace projects a quality of thought that is uniquely his and a voice as powerful and distinct as any in American letters.

Contains: ""Big Red Son,"" ""Certainly the End of Something or Other, One Would Sort of Have to Think,"" ""Some Remarks on Kafka's Funniness from Which Probably Not Enough Has Been Removed,"" ""Authority and American Usage,"" ""The View from Mrs. Thompson's,"" ""How Tracy Austin Broke My Heart,"" ""Up, Simba,"" ""Consider the Lobster,"" ""Joseph Frank's Dostoevsky"" and ""Host.""",343
812972120,1874.0,"The Mysterious Island (Extraordinary Voyages, #12)",4.08,26440,395,1377,6940,11977,13698,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Jules Verne,"After hijacking a balloon from a Confederate camp, a band of five northern prisoners escapes the American Civil War. Seven thousand miles later, they drop from the clouds onto an uncharted volcanic island in the Pacific. Through teamwork, scientific knowledge, engineering, and perseverance, they endeavour to build a colony from scratch. But this island of abundant resources has its secrets. The castaways discover they are not alone. A shadowy, yet familiar, agent of their unfathomable fate is watching.

What unfolds in Jules Verne’s imaginative marvel is both an enthralling mystery and the ultimate in survivalist adventures.",723
067166154X,1969.0,Sylvester and the Magic Pebble,4.14,36260,776,1548,6713,10631,17229,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,William Steig,"One rainy day, Sylvester finds a magic pebble that can make wishes come true. But when a lion frightens him on his way home, Sylvester makes a wish that brings unexpected results.",32
525952063,2011.0,Live Wire (Myron Bolitar #10),4.07,28849,235,911,6262,13361,10965,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Harlan Coben,"#1 New York Times bestselling author Harlan Coben proves once again that ""nobody writes them better"" in a thriller that asks a provocative question: Is a pretty lie better than the ugly truth? 

Harlan Coben published his first Myron Bolitar thriller, Deal Breaker, in 1995, introducing a hero that would captivate millions. Over the years we have watched Myron walk a tight rope between sports agent, friend, problem solver and private eye, his big heart quick to defend his client's interests so fiercely that he can't help but jump in to save them, no matter the cost.

When former tennis star Suzze T and her rock star husband, Lex, encounter an anonymous Facebook post questioning the paternity of their unborn child, Lex runs off, and Suzze - at eight months pregnant - asks Myron to save her marriage, and perhaps her husband's life. But when he finds Lex, he also finds someone he wasn't looking for: his sister-in-law, Kitty, who along with Myron's brother abandoned the Bolitar family long ago.

As Myron races to locate his missing brother while their father clings to life, he must face the lies that led to the estrangement - including the ones told by Myron himself.",371
767927567,2007.0,Escape,3.96,28581,348,1322,7112,12163,9598,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Carolyn Jessop,"The dramatic first-person account of life inside an ultra-fundamentalist American religious sect, and one woman’s courageous flight to freedom with her eight children.

When she was eighteen years old, Carolyn Jessop was coerced into an arranged marriage with a total stranger: a man thirty-two years her senior. Merril Jessop already had three wives. But arranged plural marriages were an integral part of Carolyn’s heritage: She was born into and raised in the Fundamentalist Church of Jesus Christ of Latter-Day Saints (FLDS), the radical offshoot of the Mormon Church that had settled in small communities along the Arizona-Utah border. Over the next fifteen years, Carolyn had eight children and withstood her husband’s psychological abuse and the watchful eyes of his other wives who were locked in a constant battle for supremacy.

Carolyn’s every move was dictated by her husband’s whims. He decided where she lived and how her children would be treated. He controlled the money she earned as a school teacher. He chose when they had sex; Carolyn could only refuse—at her peril. For in the FLDS, a wife’s compliance with her husband determined how much status both she and her children held in the family. Carolyn was miserable for years and wanted out, but she knew that if she tried to leave and got caught, her children would be taken away from her. No woman in the country had ever escaped from the FLDS and managed to get her children out, too. But in 2003, Carolyn chose freedom over fear and fled her home with her eight children. She had $20 to her name.

Escape exposes a world tantamount to a prison camp, created by religious fanatics who, in the name of God, deprive their followers the right to make choices, force women to be totally subservient to men, and brainwash children in church-run schools. Against this background, Carolyn Jessop’s flight takes on an extraordinary, inspiring power. Not only did she manage a daring escape from a brutal environment, she became the first woman ever granted full custody of her children in a contested suit involving the FLDS. And in 2006, her reports to the Utah attorney general on church abuses formed a crucial part of the case that led to the arrest of their notorious leader, Warren Jeffs.",413
044653109X,2006.0,"The Collectors (Camel Club, #2)",4.01,29596,278,1082,6907,14410,10192,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,David Baldacci,"In Washington, D.C, where power is everything and too few have too much of it, four highly eccentric men with mysterious pasts call themselves the Camel Club. Their mission: find out what's really going on behind the closed doors of America's leaders.

The assassination of the U.S. Speaker of the House has shaken the nation. And the outrageous iconoclasts of the Camel Club have found a chilling connection with another death: the demise of the director of the Library of Congress's rare books room, whose body has been found in a locked vault where seemingly nothing could have harmed him. 

A man who calls himself Oliver Stone is the groups unofficial leader. Staying one step ahead of his violent past and headquartered in a caretaker's cottage in Mt. Zion Cemetery, Stone, drawing on his vast experience and acute deductive powers, discovers that someone is selling America to its enemies one classified secret at a time. When Annabelle Conroy, the greatest con artist of her generation, struts onto the scene in high-heeled boots, the Camel Club gets a sexy new edge. And they'll need it, because the two murders are hurtling them into a world of high-stakes espionage that threatens to bring America to its knees.

From an ingenious con in Atlantic City tho the possible forgery of one of the rarest and most valuable books in America history, to a showdown of epic proportions in the very heart of the capitol, David Baldacci weaves a brilliant, white-knuckle tale of suspense in which every collector is searching for one missing prize: the one to die for...",438
330316117,1986.0,The Hitchhiker's Guide to the Galaxy: A Trilogy in Four Parts,4.51,27855,220,534,2417,7287,19184,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Douglas Adams,"Charting the whole of Arthur Dent's odyssey through space are:

THE HITCHHIKER'S GUIDE TO THE GALAXY.

One Thursday lunchtime the Earth gets unexpectedly demolished to make way for a new hyperspace bypass. For Arthur Dent, who has only just had his house demolished that morning, this seems already to be more than he can cope with. Sadly, however, the weekend has only just begun, and the Galaxy is a very very very large and startling place.

THE RESTAURANT AT THE END OF THE UNIVERSE.

When all questions of space, time, matter and the nature of being have been resolved, only one question remains --- ""Where shall we have dinner?"" The Restaurant at the End of the Universe provides the ultimate gastronomic experience, and for once there is no morning after to worry about.

LIFE, THE UNIVERSE AND EVERYTHING.

In consequence of a number of stunning catastrophes, Arthur Dent is surprised to find himself living in a hideously miserable cave on prehistoric Earth. However, just as he thinks that things cannot possibly get any worse, they suddenly do. He discovers that the Galaxy is not only mind-boggling big and bewildering but also that most of the things that happen in it are staggeringly unfair.

SO LONG, AND THANKS FOR ALL THE FISH.

Just as Arthur Dent's sense of reality is in its dickiest state he suddenly finds the girl of his dreams. He finds her in the last place in the Universe in which he would expect to find anything at all, but which 3,976,000 people will find oddly familiar. They go in search of God's Final Message to His Creation and, in a dramatic break with tradition, actually find it.",590
575058080,1995.0,"Maskerade (Discworld, #18; Witches #5)",4.06,34094,99,1071,8913,16295,13682,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Terry Pratchett,"The Ghost in the bone-white mask who haunts theAnkh-Morpork Opera House was always considered a benign presence -- some would even say lucky -- until he started killing people. The sudden rash of bizarre backstage deaths now threatens to mar the operatic debut of country girl Perdita X. (nee Agnes) Nitt, she of the ample body and ampler voice.

Perdita's expected to hide in the chorus and sing arias out loud while a more petitely presentable soprano mouths the notes. But at least it's an escape from scheming Nanny Ogg and old Granny Weatherwax back home, who want her to join their witchy ranks.

Once Granny sets her mind on something, however, it's difficult -- and often hazardous -- to dissuade her. And no opera-prowling phantom fiend is going to keep a pair of determined hags down on the farm after they've seen Ankh-Morpork.",285
684852861,1998.0,"First, Break All the Rules: What the World's Greatest Managers Do Differently",3.92,27207,808,1521,6207,9707,9430,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Marcus Buckingham,"Gallup presents the remarkable findings of its revolutionary study of more than 80,000 managers in First, Break All the Rules, revealing what the world’s greatest managers do differently. With vital performance and career lessons and ideas for how to apply them, it is a must-read for managers at every level.",272
679882812,1963.0,Dr. Seuss's ABC: An Amazing Alphabet Book! (Bright and Early Board Books),4.07,27116,722,2069,7434,8845,16200,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Dr. Seuss,"This is an adaptation from Dr. Seuss's ABC Published by Random House in 1963.

Simple, Silly, Sturdy Books for Babies of All Ages!",21
60512636,1938.0,Our Town,3.63,35296,1448,4106,10490,11312,9468,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Thornton Wilder,"Our Town was first produced and published in 1938 to wide acclaim. This Pulitzer Prize-winning drama of life in the small village of Grover's Corners, an allegorical representation of all life, has become a classic. It is Thornton Wilder's most renowned and most frequently performed play.",181
446522597,1997.0,The Winner,4.06,27904,339,1212,6151,12376,11351,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,David Baldacci,"The Dream

She is twenty, beautiful, dirt-poor, and hoping for a better life for her infant daughter when LuAnn Tyler is offered the gift of a lifetime, a $100 million lottery jackpot. All she has to do is change her identity and leave the U.S. forever.

The Killer

It's an offer she dares to refuse...until violence forces her hand and thrusts her into a harrowing game of high-stakes, big-money subterfuge. It's a price she won't fully pay...until she does the unthinkable and breaks the promise that made her rich.

The Winner

For if LuAnn Tyler comes home, she will be pitted against the deadliest contestant of all: the chameleonlike financial mastermind who changed her life. And who can take it away at will...",528
553584502,2004.0,The Taking,3.78,29721,947,2601,8146,10281,9326,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Dean Koontz,"In one of the most dazzling books of his celebrated career, Dean Koontz delivers a masterwork of page-turning suspense that surpasses even his own inimitable reputation as a chronicler of our worst fears-and best dreams. In The Taking he tells the story of a community cut off from a world under siege, and the terrifying battle for survival waged by a young couple and their neighbors as familiar streets become fog-shrouded death traps. Gripping, heartbreaking, and triumphant in the face of mankind's darkest hour, here is a small-town slice-of-doomsday thriller that strikes to the core of each of us to ask: What would you do in the midst of The Taking.",410
399214577,1987.0,Owl Moon,4.2,33642,590,1272,5541,9608,16735,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Jane Yolen,"Late one winter night a little girl and her father go owling. The trees stand still as statues and the world is silent as a dream. Whoo-whoo-whoo, the father calls to the mysterious nighttime bird.

But there is no answer.

Wordlessly the two companions walk along, for when you go owling you don't need words. You don't need anything but hope. Sometimes there isn't an owl, but sometimes there is.

Distinguished author Jane Yolen has created a gentle, poetic story that lovingly depicts the special companionship of a young child and her father as well as humankind's close relationship to the natural world. Wonderfully complemented by award-winning John Schoenherr's soft, exquisite watercolor illustrations, this is a verbal and visual treasure, perfect for reading aloud and sharing at bedtime.",32
812966937,1866.0,The Gambler,3.88,21358,260,1483,8607,13833,8357,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Fyodor Dostoyevsky,"In this dark and compelling short novel, Dostoevsky tells the story of Alexey Ivanovitch, a young tutor working in the household of an imperious Russian general. Alexey tries to break through the wall of the established order in Russia, but instead becomes mired in the endless downward spiral of betting and loss. His intense and inescapable addiction is accentuated by his affair with the General’s cruel yet seductively adept niece, Polina. In The Gambler, Dostoevsky reaches the heights of drama with this stunning psychological portrait.",188
039397166X,1834.0,Père Goriot,3.82,26070,722,2448,8503,12543,9513,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Honoré de Balzac,"Père Goriot is the tragic story of a father whose obsessive love for his two daughters leads to his financial and personal ruin. Interwoven with this theme is that of the impoverished young aristocrat, Rastignac, who came to Paris from the provinces to hopefully make his fortune. He befriends Goriot and becomes involved with the daughters. The story is set against the background of a whole society driven by social ambition and lust for wealth.",370
670021253,2008.0,Too Big to Fail: The Inside Story of How Wall Street and Washington Fought to Save the Financial System from Crisis — and Themselves,4.09,25493,340,991,4894,10929,10235,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Andrew Ross Sorkin,"Andrew Ross Sorkin delivers the first true behind-the-scenes, moment-by-moment account of how the greatest financial crisis since the Great Depression developed into a global tsunami. From inside the corner office at Lehman Brothers to secret meetings in South Korea, and the corridors of Washington, Too Big to Fail is the definitive story of the most powerful men and women in finance and politics grappling with success and failure, ego and greed, and, ultimately, the fate of the world’s economy.

“We’ve got to get some foam down on the runway!” a sleepless Timothy Geithner, the then-president of the Federal Reserve of New York, would tell Henry M. Paulson, the Treasury secretary, about the catastrophic crash the world’s financial system would experience.

Through unprecedented access to the players involved, Too Big to Fail re-creates all the drama and turmoil, revealing neverdisclosed details and elucidating how decisions made on Wall Street over the past decade sowed the seeds of the debacle. This true story is not just a look at banks that were “too big to fail,” it is a real-life thriller with a cast of bold-faced names who themselves thought they were too big to fail.",600
143039482,1961.0,The Winter of Our Discontent,3.99,28050,362,1389,6734,12292,10220,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,John Steinbeck,"Ethan Allen Hawley, the protagonist of Steinbeck’s last novel, works as a clerk in a grocery store that his family once owned. With Ethan no longer a member of Long Island’s aristocratic class, his wife is restless, and his teenage children are hungry for the tantalizing material comforts he cannot provide. Then one day, in a moment of moral crisis, Ethan decides to take a holiday from his own scrupulous standards.

Set in Steinbeck’s contemporary 1960 America, the novel explores the tenuous line between private and public honesty that today ranks it alongside his most acclaimed works of penetrating insight into the American condition. This edition features an introduction and notes by Steinbeck scholar Susan Shillinglaw.",336
679732187,1936.0,"Absalom, Absalom!",3.96,30283,1222,2115,6149,10046,12792,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,William Faulkner,"Published in 1936, Absalom, Absalom! is considered by many to be William Faulkner's masterpiece. Although the novel's complex and fragmented structure poses considerable difficulty to readers, the book's literary merits place it squarely in the ranks of America's finest novels. The story concerns Thomas Sutpen, a poor man who finds wealth and then marries into a respectable family. His ambition and extreme need for control bring about his ruin and the ruin of his family. Sutpen's story is told by several narrators, allowing the reader to observe variations in the saga as it is recounted by different speakers. This unusual technique spotlights one of the novel's central questions: To what extent can people know the truth about the past?",316
1416940286,1935.0,Caddie Woodlawn  (Caddie Woodlawn #1),3.99,37689,708,1832,8859,13505,14279,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Carol Ryrie Brink,"Caddie Woodlawn is a real adventurer. She'd rather hunt than sew and plow than bake, and tries to beat her brother's dares every chance she gets. Caddie is friends with Indians, who scare most of the neighbors -- neighbors who, like her mother and sisters, don't understand her at all.  Caddie is brave, and her story is special because it's based on the life and memories of Carol Ryrie Brink's grandmother, the real Caddie Woodlawn. Her spirit and sense of fun have made this book a classic that readers have taken to their hearts for more than seventy years.",288
083081650X,1973.0,Knowing God,4.31,29848,453,826,4007,8786,16638,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,J.I. Packer,"For over 40 years, J. I. Packer's classic has been an important tool to help Christians around the world discover the wonder, the glory and the joy of knowing God. In 2006, Christianity Today voted this title one of the top 50 books that have shaped evangelicals. This edition is updated with Americanized language and spelling and a new preface by the author. 

Stemming from Packer's profound theological knowledge, Knowing God brings together two important facets of the Christian faith: 

1. Knowing about God and 

2. Knowing God through the context of a close relationship with the person of Jesus Christ. 

Written in an engaging and practical tone, this thought-provoking work seeks to transform and enrich the Christian understanding of God. Explaining both who God is and how we can relate to him, Packer divides his book into three sections: The first directs our attention to how and why we know God, the second to the attributes of God and the third to the benefits enjoyed by a those who know him intimately. This guide leads readers into a greater understanding of God while providing advice to gaining a closer relationship with him as a result.",286
786938250,1990.0,"The Halfling's Gem (Forgotten Realms: Icewind Dale, #3; Legend of Drizzt, #6)",4.15,27105,146,901,5572,10813,12440,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,R.A. Salvatore,"Regis has fallen into the hands of the assassin Artmis Entreri, who is taking him to Calimport to deliver him into the clutches of the vile Pasha Pook. But Drizzt and Wulfgar are close on their heels, determined to save Regis from his own folly as much as from his powerful enemies.",336
525950608,2008.0,Hold Tight,3.94,30180,256,1173,8187,14689,9128,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Harlan Coben,"Tia and Mike Baye never imagined they'd become the type of overprotective parents who spy on their kids. But their sixteen-year-old son Adam has been unusually distant lately, and after the suicide of his classmate Spencer Hill - the latest in a string of issues at school - they can't help but worry. They install a sophisticated spy program on Adam's computer, and within days they are jolted by a message from an unknown correspondent addressed to their son - 'Just stay quiet and all safe.' 

Meanwhile, browsing through an online memorial for Spencer put together by his classmates, Betsy Hill is struck by a photo that appears to have been taken on the night of her son's death and he wasn't alone. She thinks it is Adam Baye standing just outside the camera's range; but when Adam goes missing, it soon becomes clear that something deep and sinister has infected their community. For Tia and Mike Baye, the question they must answer is this: when it comes to your kids, is it possible to know too much?",416
99478447,1951.0,The End of the Affair,3.96,29372,432,1860,7434,13453,11047,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Graham Greene,"""A story has no beginning or end: arbitrarily one chooses a moment of experience from which to look ahead...""

""This is a record of hate far more than of love,"" writes Maurice Bendrix in the opening passages of The End of the Affair, and it is a strange hate indeed that compels him to set down the retrospective account of his adulterous affair with Sarah Miles.

Now, a year after Sarah's death, Bendrix seeks to exorcise the persistence of his passion by retracing its course from obsessive love to love-hate. At first, he believes he hates Sarah and her husband, Henry. Yet as he delves deeper into his emotional outlook, Bendrix's hatred shifts to the God he feels has broken his life, but whose existence at last comes to recognize.",160
034549038X,2003.0,The Dante Club,3.38,31035,1822,4320,11905,10640,5041,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Matthew Pearl,"A magnificent blend of fact and fiction, a brilliantly realized paean to Dante's continued grip on our imagination, and a captivating thriller that will surprise readers from beginning to end.

Words can bleed.

In 1865 Boston, the literary geniuses of the Dante Club—poets and Harvard professors Henry Wadsworth Longfellow, Dr. Oliver Wendell Holmes, and James Russell Lowell, along with publisher J. T. Fields—are finishing America's first translation of The Divine Comedy and preparing to unveil Dante's remarkable visions to the New World. The powerful Boston Brahmins at Harvard College are fighting to keep Dante in obscurity, believing that the infiltration of foreign superstitions into American minds will prove as corrupting as the immigrants arriving at Boston Harbor.

The members of the Dante Club fight to keep a sacred literary cause alive, but their plans fall apart when a series of murders erupts through Boston and Cambridge. Only this small group of scholars realizes that the gruesome killings are modeled on the descriptions of Hell's punishments from Dante's Inferno. With the lives of the Boston elite and Dante's literary future in America at stake, the Dante Club members must find the killer before the authorities discover their secret.

Dr. Oliver Wendell Holmes and an outcast police officer named Nicholas Rey, the first black member of the Boston police department, must place their careers on the line to end the terror. Together, they discover that the source of the murders lies closer to home than they ever could have imagined.

The Dante Club is a magnificent blend of fact and fiction, a brilliantly realized paean to Dante's continued grip on our imagination, and a captivating thriller that will surprise readers from beginning to end.",424
553382616,2002.0,"The Shelters of Stone (Earth's Children, #5)",3.8,31333,925,3208,9091,11187,11090,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Jean M. Auel,"Los Refugios de Piedra comienza cuando Ayla y Jondalar terminan su épico viaje a través de Europa en compañía de sus amigos, los animales Lobo, Relinchona y Corredor, y son bienvenidos por los zelandones, la gente del pueblo de Jondalar. Ayla se siente fascinada por la gente de la Novena Cueva de los zelandones. Y en Zelandoni, la líder espiritual de la Novena Cueva, y quien inició a Jondalar en el Regalo del Placer, descubre a una compañera con poderes curativos con quien compartir sus conocimientos y habilidades.

Pero en tanto que Ayla y Jondalar se preparan para convertirse formalmente en pareja durante los Encuentros de Verano, se presentan dificultades. No todos los zelandones los reciben con agrado. Algunos temen la influencia de Ayla y detestan su relación con aquellos a quienes llaman cabezas chatas, y ella llama los del Clan. Algunos hasta se oponen a que forme pareja con Jondalar y hacen evidente su disgusto. Ayla tiene que recurrir a todas sus habilidades, inteligencia, conocimientos e instintos para poder hallar el camino en esta complicada sociedad, prepararse para el nacimiento de su hijo, y decidir si está dispuesta a aceptar nuevos desafíos y desempeñar un papel significativo en el destino de los zelandones.",891
449214192,1974.0,Centennial,4.21,31235,221,772,5451,11560,14594,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,James A. Michener,"Written to commemorate the Bicentennial in 1976, James A. Michener’s magnificent saga of the Westis an enthralling celebration of the frontier. Brimming with the glory of America’s past, the story of Colorado—the Centennial State—is manifested through its people: Lame Beaver, the Arapaho chieftain and warrior, and his Comanche and Pawnee enemies; Levi Zendt, fleeing with his child bride from the Amish country; the cowboy, Jim Lloyd, who falls in love with a wealthy and cultured Englishwoman, Charlotte Seccombe. In Centennial, trappers, traders, homesteaders, gold seekers, ranchers, and hunters are brought together in the dramatic conflicts that shape the destiny of the legendary West—and the entire country.",1056
684802031,1993.0,First Things First,4.06,26813,425,1034,5514,9840,10601,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Stephen R. Covey,No description available.,384
374404143,1982.0,Annie on My Mind,3.97,29278,1117,1773,6282,9228,12342,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Nancy Garden,"This groundbreaking book is the story of two teenage girls whose friendship blossoms into love and who, despite pressures from family and school that threaten their relationship, promise to be true to each other and their feelings. The book has been banned from many school libraries and publicly burned in Kansas City.

Of the author and the book, the Margaret A. Edwards Award committee said, “Using a fluid, readable style, Garden opens a window through which readers can find courage to be true to themselves.”",234
375724834,1999.0,Motherless Brooklyn,3.91,23614,259,1257,5842,11198,6764,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Jonathan Lethem,"Lionel Essrog is Brooklyn’s very own self-appointed Human Freakshow, an orphan whose Tourettic impulses drive him to bark, count, and rip apart our language in the most startling and original ways. Together with three veterans of the St. Vincent’s Home for Boys, he works for small-time mobster Frank Minna’s limo service cum detective agency. Life without Frank Minna, the charismatic King of Brooklyn, would be unimaginable, so who cares if the tasks he sets them are, well, not exactly legal. But when Frank is fatally stabbed, one of Lionel’s colleagues lands in jail, the other two vie for his position, and the victim’s widow skips town. Lionel’s world is suddenly topsy-turvy, and this outcast who has trouble even conversing attempts to untangle the threads of the case while trying to keep the words straight in his head. Motherless Brooklyn is a brilliantly original homage to the classic detective novel by one of the most acclaimed writers of his generation.",311
034545894X,2004.0,"Body Double (Rizzoli & Isles, #4)",4.16,30834,114,656,6159,15084,13620,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Tess Gerritsen,"Boston medical examiner Dr. Maura Isles literally meets her match–and must face a savage serial killer and shattering personal revelations–in the brilliant new novel of suspense by the New York Times bestselling author of The Surgeon and The Sinner.

Dr. Maura Isles makes her living dealing with death. As a pathologist in a major metropolitan city, she has seen more than her share of corpses every day–many of them victims of violent murder. But never before has her blood run cold, and never has the grim expression “dead ringer” rung so terrifyingly true. Because never before has the lifeless body on the medical examiner’s table been her own.

Yet there can be no denying the mind-reeling evidence before her shocked eyes and those of her colleagues, including Detective Jane Rizzoli: the woman found shot to death outside Maura’s home is the mirror image of Maura, down to the most intimate physical nuances. Even more chilling is the discovery that they share the same birth date and blood type. For the stunned Maura, an only child, there can be just one explanation. And when a DNA test confirms that Maura’s mysterious doppelgänger is in fact her twin sister, an already bizarre murder investigation becomes a disturbing and dangerous excursion into a past full of dark secrets.

Searching for answers, Maura is drawn to a seaside town in Maine where other horrifying surprises await. But perhaps more frightening, an unknown murderer is at large on a cross-country killing spree. To stop the massacre and uncover the twisted truth about her own roots, Maura must probe her first living subject: the mother that she never knew . . . an icy and cunning woman who could be responsible for giving Maura life–and who just may have a plan to take it away.",432
670021482,2008.0,The Solitude of Prime Numbers,3.58,19734,1403,3875,9883,12564,7169,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,Paolo Giordano,"A bestselling international literary sensation about whether a ""prime number"" can ever truly connect with someone else.

A prime number can only be divided by itself or by one—it never truly fits with another. Alice and Mattia, both ""primes,"" are misfits who seem destined to be alone. Haunted by childhood tragedies that mark their lives, they cannot reach out to anyone else. When Alice and Mattia meet as teenagers, they recognize in each other a kindred, damaged spirit. 

But the mathematically gifted Mattia accepts a research position that takes him thousands of miles away, and the two are forced to separate. Then a chance occurrence reunites them and forces a lifetime of concealed emotion to the surface. 

Like Mark Haddon's The Curious Incident of the Dog in the Night-Time, this is a stunning meditation on loneliness, love, and the weight of childhood experience that is set to become a universal classic.",271
