book_id,isbn,isbn13,original_publication_year,original_title,average_rating,author,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
2432,515143804,9780515143800.0,2007.0,"Blood Brothers (Sign of Seven, #1)",4.15,Nora Roberts,609,1731,7801,14058,19917,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2433,425185508,9780425185510.0,1995.0,Picture Perfect,3.52,Jodi Picoult,1226,4901,15975,14519,8098,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2434,1591162203,9781591162210.0,1994.0,るろうに剣心 1,4.33,Nobuhiro Watsuki,558,1125,4828,9531,20952,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2435,1402262272,9781402262270.0,2011.0,Catching Jordan,3.85,Miranda Kenneally,1832,3906,12187,15880,17982,https://images.gr-assets.com/books/1327875803m/9888775.jpg,https://images.gr-assets.com/books/1327875803s/9888775.jpg
2436,60730552,9780060730550.0,1988.0,Touching the Void: The True Story of One Man's Miraculous Survival,4.2,Joe Simpson,405,927,5750,14490,16313,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2438,670869392,9780670869400.0,1997.0,There Was an Old Lady Who Swallowed a Fly,4.2,Simms Taback,728,1915,7494,9974,21791,https://images.gr-assets.com/books/1172674507m/205330.jpg,https://images.gr-assets.com/books/1172674507s/205330.jpg
2439,1932073205,9781932073200.0,1980.0,Way of the Peaceful Warrior: A Book That Changes Lives,4.13,Dan Millman,727,1749,6140,11511,16589,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2440,312270828,9780312270830.0,1988.0,The Satanic Verses,3.71,Salman Rushdie,2132,3911,10161,14645,12029,https://images.gr-assets.com/books/1281988101m/12781.jpg,https://images.gr-assets.com/books/1281988101s/12781.jpg
2441,385523904,9780385523900.0,2009.0,Nothing to Envy: Ordinary Lives in North Korea,4.42,Barbara Demick,318,533,3272,15958,24018,https://images.gr-assets.com/books/1320449375m/6178648.jpg,https://images.gr-assets.com/books/1320449375s/6178648.jpg
2442,60753943,9780060753950.0,1992.0,Winning,3.8,Jack Welch,1525,2269,8119,11485,10462,https://images.gr-assets.com/books/1366775828m/866222.jpg,https://images.gr-assets.com/books/1366775828s/866222.jpg
2444,618620117,9780618620110.0,2009.0,How We Decide,3.81,Jonah Lehrer,1134,2113,8554,12116,9836,https://images.gr-assets.com/books/1382946716m/3860977.jpg,https://images.gr-assets.com/books/1382946716s/3860977.jpg
2445,553381520,9780553381530.0,1994.0,The Beekeeper's Apprentice,4.08,Laurie R. King,1064,2257,9331,19782,21257,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2446,394805755,9780394805760.0,1931.0,"Histoire de Babar, le petit éléphant",4.07,Jean de Brunhoff,932,2481,10843,14467,22424,https://images.gr-assets.com/books/1353333493m/356321.jpg,https://images.gr-assets.com/books/1353333493s/356321.jpg
2447,385735332,9780385735340.0,2011.0,The Warlock,4.17,Michael Scott,442,1479,7495,14929,19404,https://images.gr-assets.com/books/1386634577m/8458018.jpg,https://images.gr-assets.com/books/1386634577s/8458018.jpg
2448,044101769X,9780441017690.0,2008.0,First Lord's Fury,4.37,Jim Butcher,167,723,5056,15763,24063,https://images.gr-assets.com/books/1327903582m/6316821.jpg,https://images.gr-assets.com/books/1327903582s/6316821.jpg
2449,385343663,9780385343660.0,2010.0,The Imperfectionists,3.54,Tom Rachman,1199,4308,13687,16368,6404,https://images.gr-assets.com/books/1327935648m/6834410.jpg,https://images.gr-assets.com/books/1327935648s/6834410.jpg
2451,375714669,9780375714660.0,2001.0,Persepolis 2 ,4.23,Marjane Satrapi,301,1157,6932,17596,20996,https://images.gr-assets.com/books/1327865598m/9517.jpg,https://images.gr-assets.com/books/1327865598s/9517.jpg
2452,61020656,9780061020650.0,1989.0,Pyramids,3.88,Terry Pratchett,282,2577,14505,20281,14429,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2453,586064176,9780586064180.0,1985.0,Silverthorn,4.06,Raymond E. Feist,271,1453,9587,18606,15903,https://images.gr-assets.com/books/1272603402m/149302.jpg,https://images.gr-assets.com/books/1272603402s/149302.jpg
2454,385613466,9780385613460.0,2007.0,Before I Die,3.84,Jenny Downham,1164,3574,11493,15471,14869,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2455,670021652,9780670021660.0,2009.0,Committed: A Skeptic Makes Peace with Marriage,3.39,Elizabeth Gilbert,2063,5938,13932,12826,6751,https://images.gr-assets.com/books/1472258183m/6728738.jpg,https://images.gr-assets.com/books/1472258183s/6728738.jpg
2456,142401765,9780142401770.0,1999.0,Keeping the Moon,3.86,Sarah Dessen,844,3603,14783,17841,16921,https://images.gr-assets.com/books/1359205648m/104378.jpg,https://images.gr-assets.com/books/1359205648s/104378.jpg
2457,62285637,9780062285640.0,2013.0,Four: The Transfer,4.19,Veronica Roth,439,1597,8396,15513,21927,https://images.gr-assets.com/books/1420493627m/18080920.jpg,https://images.gr-assets.com/books/1420493627s/18080920.jpg
2458,765344319,9780765344310.0,2004.0,"Chainfire (Sword of Truth, #9)",3.95,Terry Goodkind,1146,2726,8448,13118,15418,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2459,375413405,9780375413410.0,1961.0,Mastering the Art of French Cooking,4.33,Julia Child,631,902,4422,9757,19603,https://images.gr-assets.com/books/1333577773m/129650.jpg,https://images.gr-assets.com/books/1333577773s/129650.jpg
2460,1421540320,9781421540320.0,2009.0,青の祓魔師 1,4.36,Kazue Kato,492,1101,5033,10098,23128,https://images.gr-assets.com/books/1432642113m/9876989.jpg,https://images.gr-assets.com/books/1432642113s/9876989.jpg
2461,765315238,9780765315240.0,2007.0,"Confessor (Sword of Truth, #11)",4.08,Terry Goodkind,1115,2265,6850,12256,17808,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2462,151013047,9780151013040.0,2007.0,The Reluctant Fundamentalist,3.67,Mohsin Hamid,768,3367,12197,16905,7716,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2463,545284139,9780545284130.0,2012.0,The False Prince,4.22,Jennifer A. Nielsen,753,1650,7374,18485,24717,https://images.gr-assets.com/books/1333227435m/12432220.jpg,https://images.gr-assets.com/books/1333227435s/12432220.jpg
2464,449911659,9780449911660.0,1960.0,"Rabbit, Run",3.57,John Updike,2145,4626,11883,14610,9287,https://images.gr-assets.com/books/1333578676m/85386.jpg,https://images.gr-assets.com/books/1333578676s/85386.jpg
2465,1400077427,9781400077430.0,2006.0,Stumbling on Happiness,3.82,Daniel Todd Gilbert,980,2832,10042,13956,11571,https://images.gr-assets.com/books/1327947323m/56627.jpg,https://images.gr-assets.com/books/1327947323s/56627.jpg
2466,015694877X,9780156948780.0,1922.0,The Waste Land and Other Poems,4.23,T.S. Eliot,645,1395,6067,12798,20273,https://images.gr-assets.com/books/1372992691m/400412.jpg,https://images.gr-assets.com/books/1372992691s/400412.jpg
2467,590319671,9780590319680.0,1957.0,Little Bear,4.22,Else Holmelund Minarik,548,1650,8559,13043,23741,https://images.gr-assets.com/books/1318518124m/201146.jpg,https://images.gr-assets.com/books/1318518124s/201146.jpg
2468,146000110,9780146000120.0,1842.0,The Pit and the Pendulum,4.15,Edgar Allan Poe,371,1361,8463,17826,19591,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2469,055215315X,9780552153160.0,1992.0,Lords and Ladies,4.14,Terry Pratchett,117,1132,9814,19985,19644,https://images.gr-assets.com/books/1469186110m/34529.jpg,https://images.gr-assets.com/books/1469186110s/34529.jpg
2470,552152676,9780552152680.0,2006.0,Thud!,4.29,Terry Pratchett,139,785,6963,18468,23371,https://images.gr-assets.com/books/1320495268m/62530.jpg,https://images.gr-assets.com/books/1320495268s/62530.jpg
2471,345481283,9780345481280.0,2006.0,His Majesty's Dragon,4.05,Naomi Novik,672,2238,10114,21932,19358,https://images.gr-assets.com/books/1376392909m/28876.jpg,https://images.gr-assets.com/books/1376392909s/28876.jpg
2472,689859368,9780689859370.0,2003.0,The Field Guide,3.85,Holly Black,1123,3690,16228,19308,18322,https://images.gr-assets.com/books/1358701476m/444304.jpg,https://images.gr-assets.com/books/1358701476s/444304.jpg
2474,140280197,9780140280200.0,1988.0,The 48 Laws of Power,4.18,Robert Greene,927,1790,5953,12041,19441,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2475,142401110,9780142401120.0,1959.0,My Side of the Mountain ,4.03,Jean Craighead George,904,2181,10419,18138,18976,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2476,749080973,9780749080980.0,2008.0,The Winter Sea,4.07,Susanna Kearsley,747,2018,8563,18478,17978,https://images.gr-assets.com/books/1410915489m/3392089.jpg,https://images.gr-assets.com/books/1410915489s/3392089.jpg
2477,545135702,9780545135700.0,2009.0,The Sword Thief,3.87,Peter Lerangis,1584,2869,10292,12408,15420,https://images.gr-assets.com/books/1357211037m/5861926.jpg,https://images.gr-assets.com/books/1357211037s/5861926.jpg
2478,451159535,9780451159530.0,1977.0,Coma,3.86,Robin Cook,431,2125,11625,15950,11409,https://images.gr-assets.com/books/1309286934m/85437.jpg,https://images.gr-assets.com/books/1309286934s/85437.jpg
2479,1560252480,9781560252480.0,1978.0,Requiem for a Dream,4.1,Hubert Selby Jr.,724,1428,6791,14658,15791,https://images.gr-assets.com/books/1353949849m/46945.jpg,https://images.gr-assets.com/books/1353949849s/46945.jpg
2480,61284203,9780061284200.0,2003.0,Into the Wild,4.29,Erin Hunter,1111,1865,6891,13810,28986,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2481,805066691,9780805066690.0,1970.0,Bury My Heart at Wounded Knee: An Indian History of the American West,4.21,Dee Brown,541,1285,6571,15305,19821,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2482,057506708X,9780575067080.0,1946.0,Śmierć Miasta ,4.24,Władysław Szpilman,844,1252,6179,15780,22454,https://images.gr-assets.com/books/1491050715m/128066.jpg,https://images.gr-assets.com/books/1491050715s/128066.jpg
2483,425267040,9780425267040.0,2013.0,Rush,3.97,Maya Banks,1661,3491,11831,19796,21791,https://images.gr-assets.com/books/1359943771m/16033902.jpg,https://images.gr-assets.com/books/1359943771s/16033902.jpg
2484,1411415930,9781411415940.0,2009.0,The Picture of Dorian Gray: A Graphic Novel ,4.12,Ian Edginton,794,1689,7380,12975,17997,https://images.gr-assets.com/books/1328766635m/3052106.jpg,https://images.gr-assets.com/books/1328766635s/3052106.jpg
2485,671741039,9780671741040.0,1987.0,Swan Song,4.28,Robert McCammon,614,1445,5486,12216,21961,https://images.gr-assets.com/books/1445981000m/11557.jpg,https://images.gr-assets.com/books/1445981000s/11557.jpg
2486,030727103X,9780307271040.0,2015.0,The Buried Giant,3.42,Kazuo Ishiguro,1963,5493,12284,12871,6381,https://images.gr-assets.com/books/1451444392m/22522805.jpg,https://images.gr-assets.com/books/1451444392s/22522805.jpg
2487,345459407,9780345459400.0,2000.0,Perdido Street Station,3.96,China Miéville,1511,3067,8134,16603,17063,https://images.gr-assets.com/books/1393537963m/68494.jpg,https://images.gr-assets.com/books/1393537963s/68494.jpg
2488,1599903385,9781599903380.0,2008.0,Need,3.71,Carrie Jones,2844,5660,14185,15946,17792,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2489,61020613,9780061020610.0,1991.0,Witches Abroad,4.2,Terry Pratchett,154,1181,9481,20682,23163,https://images.gr-assets.com/books/1403326937m/2442.jpg,https://images.gr-assets.com/books/1403326937s/2442.jpg
2490,014043769X,9780140437690.0,1819.0,"The Sketch Book of Geoffrey Crayon, Gent",3.93,Geoffrey Crayon,449,2192,11813,16501,14541,https://images.gr-assets.com/books/1309285607m/721012.jpg,https://images.gr-assets.com/books/1309285607s/721012.jpg
2491,441328008,9780441328000.0,1984.0,Heretics of Dune,3.83,Frank Herbert,715,3037,11673,15212,12732,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2492,515090255,9780515090250.0,1963.0,The Cross and the Switchblade,4.2,David Wilkerson,459,1318,6470,11593,18260,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2493,441015271,9780441015280.0,2007.0,Captain's Fury,4.38,Jim Butcher,117,523,4802,17644,23837,https://images.gr-assets.com/books/1315083292m/346087.jpg,https://images.gr-assets.com/books/1315083292s/346087.jpg
2494,385671105,9780385671100.0,2011.0,Damned,3.38,Chuck Palahniuk,2237,5457,12700,11466,6490,https://images.gr-assets.com/books/1296236310m/9912994.jpg,https://images.gr-assets.com/books/1296236310s/9912994.jpg
2495,439443822,9780439443820.0,2006.0,Rules,3.96,Cynthia Lord,723,2549,9936,15896,15385,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2496,307263991,9780307264000.0,2011.0,Swamplandia!,3.21,Karen Russell,3098,7852,14358,12750,5273,https://images.gr-assets.com/books/1320536498m/8584686.jpg,https://images.gr-assets.com/books/1320536498s/8584686.jpg
2497,075280944X,9780752809440.0,1995.0,The Last Coyote,4.21,Michael Connelly,127,582,6438,19648,17259,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2498,142001619,9780142001620.0,2002.0,Salt: A World History,3.73,Mark Kurlansky,1381,3530,10799,14127,10898,https://images.gr-assets.com/books/1414608893m/2715.jpg,https://images.gr-assets.com/books/1414608893s/2715.jpg
2499,037575850X,9780375758510.0,1853.0,Villette,3.75,Charlotte Brontë,1438,4142,13066,15929,13425,https://images.gr-assets.com/books/1320412741m/31173.jpg,https://images.gr-assets.com/books/1320412741s/31173.jpg
2500,61977969,9780061977960.0,2011.0,Reamde,3.96,Neal Stephenson,633,2116,8116,16451,12641,https://images.gr-assets.com/books/1305993115m/10552338.jpg,https://images.gr-assets.com/books/1305993115s/10552338.jpg
2501,057506689X,9780575066890.0,1994.0,Soul Music,4.02,Terry Pratchett,203,1892,12008,19757,17419,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2503,059306173X,9780593061730.0,2009.0,The Greatest Show on Earth: The Evidence for Evolution,4.16,Richard Dawkins,872,1112,5169,13850,16103,https://images.gr-assets.com/books/1302127919m/6117055.jpg,https://images.gr-assets.com/books/1302127919s/6117055.jpg
2504,1593072937,9781593072930.0,1992.0,Sin City Volume 1: The Hard Goodbye,4.16,Frank Miller,652,1471,6658,15444,18229,https://images.gr-assets.com/books/1470924635m/392297.jpg,https://images.gr-assets.com/books/1470924635s/392297.jpg
2505,055327757X,9780553277580.0,1968.0,The Greatest Salesman in the World,4.19,Og Mandino,637,1635,6134,10899,18369,https://images.gr-assets.com/books/1403192719m/356896.jpg,https://images.gr-assets.com/books/1403192719s/356896.jpg
2506,014200202X,9780142002020.0,1953.0,Casino Royale,3.73,Ian Fleming,738,3128,14342,18248,10318,https://images.gr-assets.com/books/1497801490m/3758.jpg,https://images.gr-assets.com/books/1497801490s/3758.jpg
2507,6513220,9780006513220.0,2001.0,The Bronze Horseman,4.34,Paullina Simons,1198,2005,4963,11371,29002,https://images.gr-assets.com/books/1327921996m/83144.jpg,https://images.gr-assets.com/books/1327921996s/83144.jpg
2508,452283868,9780452283860.0,1973.0,Sula,3.86,Toni Morrison,756,2441,10601,16513,11876,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2510,1416563725,9781416563720.0,2010.0,The Red Queen,3.74,Philippa Gregory,681,3444,14944,18717,11258,https://images.gr-assets.com/books/1281335912m/7148256.jpg,https://images.gr-assets.com/books/1281335912s/7148256.jpg
2511,425233383,9780425233380.0,2010.0,Something About You,3.94,Julie James,1385,2450,10784,18245,16985,https://images.gr-assets.com/books/1327933063m/6642402.jpg,https://images.gr-assets.com/books/1327933063s/6642402.jpg
2512,7169914,9780007169920.0,1970.0,Mr. Brown Can Moo! Can You?,4.11,Dr. Seuss,561,2227,9067,11245,20169,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2513,034547063X,9780345470640.0,2001.0,Black House ,3.99,Stephen King,722,2405,9632,15995,16072,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2514,785123113,9780785123120.0,2003.0,Marvel 1602,3.93,Neil Gaiman,1074,2566,10389,16829,15332,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2515,743270371,9780743270370.0,2006.0,Act of Treason,4.28,Vince Flynn,350,694,4651,13743,17380,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2516,307959945,9780307959940.0,2012.0,The Dog Stars,3.9,Peter Heller,938,2258,8685,16876,12068,https://images.gr-assets.com/books/1388122817m/13330761.jpg,https://images.gr-assets.com/books/1388122817s/13330761.jpg
2518,441013406,9780441013400.0,2005.0,Academ's Fury,4.27,Jim Butcher,142,781,6265,19369,21115,https://images.gr-assets.com/books/1381026900m/133664.jpg,https://images.gr-assets.com/books/1381026900s/133664.jpg
2519,446676438,9780446676430.0,1998.0,When the Wind Blows,3.92,James Patterson,896,2319,9965,14533,14009,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2520,4103534222,9784103534230.0,2009.0,1Q84 Book 1 [Ichi-kyū-hachi-yon],3.96,Haruki Murakami,1325,2014,6601,13628,13201,https://images.gr-assets.com/books/1329955413m/6443834.jpg,https://images.gr-assets.com/books/1329955413s/6443834.jpg
2521,722534876,9780722534880.0,1987.0,O Diário de um Mago,3.64,Paulo Coelho,1566,3821,9822,10998,9297,https://images.gr-assets.com/books/1307909268m/4004.jpg,https://images.gr-assets.com/books/1307909268s/4004.jpg
2522,385336691,9780385336700.0,2006.0,The Hard Way,4.14,Lee Child,149,761,7672,20234,16146,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2523,440226708,9780440226700.0,1960.0,The Incredible Journey,4.16,Sheila Burnford,417,1281,8145,14522,18848,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2524,143036661,9780143036660.0,2004.0,March,3.73,Geraldine Brooks,1147,3471,12361,18270,10575,https://images.gr-assets.com/books/1327935441m/13529.jpg,https://images.gr-assets.com/books/1327935441s/13529.jpg
2525,307749606,9780307749600.0,2012.0,A Wanted Man,4.0,Lee Child,347,1700,9745,18193,14041,https://images.gr-assets.com/books/1333623254m/13359067.jpg,https://images.gr-assets.com/books/1333623254s/13359067.jpg
2526,1401209149,9781401209150.0,2007.0,All-Star Superman (Volume 1),4.06,Grant Morrison,1306,2042,6313,9600,16387,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2527,1780484259,9781780484260.0,2000.0,A Song of Ice and Fire,4.63,George R.R. Martin,186,357,1851,8085,26538,https://images.gr-assets.com/books/1339340118m/12177850.jpg,https://images.gr-assets.com/books/1339340118s/12177850.jpg
2528,425259854,9780425259860.0,2013.0,Dark Witch,3.91,Nora Roberts,1221,2934,9894,13945,15332,https://images.gr-assets.com/books/1480131721m/16158558.jpg,https://images.gr-assets.com/books/1480131721s/16158558.jpg
2529,312590970,9780312590970.0,2010.0,Dark Flame,3.73,Alyson Noel,2400,5698,13679,13943,17925,https://images.gr-assets.com/books/1362336376m/7198988.jpg,https://images.gr-assets.com/books/1362336376s/7198988.jpg
2530,1101990260,9781101990260.0,2016.0,The Widow,3.49,Fiona Barton,1257,4915,17948,17226,6919,https://images.gr-assets.com/books/1449178687m/25734248.jpg,https://images.gr-assets.com/books/1449178687s/25734248.jpg
2531,545060451,9780545060460.0,2009.0,The Black Circle,4.0,Patrick Carman,1025,2229,9613,12392,17351,https://images.gr-assets.com/books/1357211043m/6255144.jpg,https://images.gr-assets.com/books/1357211043s/6255144.jpg
2532,62248162,9780062248170.0,2013.0,The Prince,3.93,Kiera Cass,844,3552,13728,17701,19747,https://images.gr-assets.com/books/1354127071m/15820748.jpg,https://images.gr-assets.com/books/1354127071s/15820748.jpg
2533,374384681,9780374384680.0,2014.0,The Winner's Curse,4.03,Marie Rutkoski,1427,3122,11564,25269,23801,https://images.gr-assets.com/books/1377023523m/16069030.jpg,https://images.gr-assets.com/books/1377023523s/16069030.jpg
2534,679766758,9780679766760.0,1996.0,Push,3.82,Sapphire,1140,2859,10225,15640,11718,https://images.gr-assets.com/books/1414633395m/71332.jpg,https://images.gr-assets.com/books/1414633395s/71332.jpg
2535,1609451341,9781609451350.0,2012.0,Storia del nuovo cognome,4.37,Elena Ferrante,207,632,4162,16700,22052,https://images.gr-assets.com/books/1501012849m/17465515.jpg,https://images.gr-assets.com/books/1501012849s/17465515.jpg
2536,345413970,9780345413970.0,1982.0,2010: Odyssey Two,3.89,Arthur C. Clarke,231,1756,10978,17282,10509,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2537,759530017,9780759530010.0,2004.0,ソウルイーター 1,4.3,Atsushi Ohkubo,532,1299,4899,8255,19488,https://images.gr-assets.com/books/1443900841m/6406018.jpg,https://images.gr-assets.com/books/1443900841s/6406018.jpg
2538,1451645821,9781451645830.0,2013.0,Ordinary Grace,4.14,William Kent Krueger,377,1096,6442,18751,15918,https://images.gr-assets.com/books/1358264094m/15803059.jpg,https://images.gr-assets.com/books/1358264094s/15803059.jpg
2539,446611778,9780446611770.0,2001.0,Last Man Standing,4.03,David Baldacci,401,1245,7983,15634,12855,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2540,1596431520,9781596431520.0,2006.0,American Born Chinese,3.88,Gene Luen Yang,1166,3049,11590,19020,15085,https://images.gr-assets.com/books/1317066615m/118944.jpg,https://images.gr-assets.com/books/1317066615s/118944.jpg
2541,307001040,9780307001050.0,1960.0,Peter Pan (Little Golden Book),4.32,Eugene Bradley Coco,508,1199,6020,8775,22409,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2542,991686004,9780991686000.0,2012.0,Ten Tiny Breaths,4.16,K.A. Tucker,1110,2386,9118,20669,26708,https://images.gr-assets.com/books/1368808763m/15990969.jpg,https://images.gr-assets.com/books/1368808763s/15990969.jpg
2543,1400065453,9781400065460.0,2010.0,The Thousand Autumns of Jacob de Zoet,4.03,David Mitchell,859,2105,7073,17293,14982,https://images.gr-assets.com/books/1320540908m/7141642.jpg,https://images.gr-assets.com/books/1320540908s/7141642.jpg
2544,486282082,9780486282080.0,1604.0,The Tragical History of the Life and Death of Doctor Faustus,3.79,Christopher Marlowe,774,3448,12430,16245,12106,https://images.gr-assets.com/books/1392156779m/18525.jpg,https://images.gr-assets.com/books/1392156779s/18525.jpg
2545,312984839,9780312984830.0,2003.0,Dance with the Devil,4.39,Sherrilyn Kenyon,221,911,6346,16880,30230,https://images.gr-assets.com/books/1388703603m/84145.jpg,https://images.gr-assets.com/books/1388703603s/84145.jpg
2546,786887079,9780786887070.0,2005.0,Lipstick Jungle,3.39,Candace Bushnell,2213,5372,12502,10083,7169,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
2547,446611212,9780446611210.0,2001.0,Violets Are Blue,3.94,James Patterson,400,1758,11115,17683,13258,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
