title,author,rating,ratingcounts,reviewcounts,description,ISBN,genre,image,pagecount
The Princess Bride (Paperback),William Goldman,4.26,763741,19803,"What happens when the most beautiful girl in the world marries the handsomest prince of all time and he turns out to be...well...a lot less than the man of her dreams?As a boy, William Goldman claims, he loved to hear his father read the S. Morgenstern classic, The Princess Bride. But as a grown-up he discovered that the boring parts were left out of good old Dad's recitat",9780345418265,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327903636l/21787.jpg,456
"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,4.08,185460,25061,"Kell is one of the last Antari—magicians with a rare, coveted ability to travel between parallel Londons; Red, Grey, White, and, once upon a time, Black.Kell was raised in Arnes—Red London—and officially serves the Maresh Empire as an ambassador, traveling between the frequent bloody regime changes in White London and the court of George III in the dullest of Londons, the ",9780765376459,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400322851l/22055262.jpg,400
"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,4.30,209646,14183,"An orphan’s life is harsh—and often short—in the mysterious island city of Camorr. But young Locke Lamora dodges death and slavery, becoming a thief under the tutelage of a gifted con artist. As leader of the band of light-fingered brothers known as the Gentleman Bastards, Locke is soon infamous, fooling even the underworld’s most feared ruler. But in the shadows lurks som",null,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1458646334l/29588376._SY475_.jpg,752
"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,4.24,431550,43694,"Feyre's survival rests upon her ability to hunt and kill – the forest where she lives is a cold, bleak place in the long winter months. So when she spots a deer in the forest being pursued by a wolf, she cannot resist fighting it for the flesh. But to do so, she must kill the predator and killing something so precious comes at a price ...Dragged to a magical kingdom for th",9781619634442,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546406962l/16096824._SY475_.jpg,419
"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",John Tiffany,3.63,671526,64102,"Based on an original new story by J.K. Rowling, Jack Thorne and John Tiffany, a new play by Jack Thorne, Harry Potter and the Cursed Child is the eighth story in the Harry Potter series and the first official Harry Potter story to be presented on stage. The play will receive its world premiere in London’s West End on July 30, 2016.It was always difficult being Harry Potter",9780751565355,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470082995l/29056083._SY475_.jpg,343
"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,4.65,283825,18861,"According to mythology mankind used to live in The Tranquiline Halls. Heaven. But then the Voidbringers assaulted and captured heaven, casting out God and men. Men took root on Roshar, the world of storms. And the Voidbringers followed...They came against man ten thousand times. To help them cope, the Almighty gave men powerful suits of armor and mystical weapons, known as",9780765326355,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388184640l/7235533.jpg,1007
"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,3.99,307136,9350,"Terry Pratchett's profoundly irreverent, bestselling novels have garnered him a revered position in the halls of parody next to the likes of Mark Twain, Kurt Vonnegut, Douglas Adams, and Carl Hiaasen.The Color of Magic is Terry Pratchett's maiden voyage through the now-legendary land of Discworld. This is where it all begins -- with the tourist Twoflower and his wizard gui",9780060855925,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407111017l/34497.jpg,228
"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,4.16,226570,9471,"In a faraway land where members of the royal family are named for the virtues they embody, one young boy will become a walking enigma.Born on the wrong side of the sheets, Fitz, son of Chivalry Farseer, is a royal bastard, cast out into the world, friendless and lonely. Only his magical link with animals - the old art known as the Wit - gives him solace and companionship. ",9780553573398,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1464570795l/77197._SY475_.jpg,435
"The Subtle Knife  (His Dark Materials, #2)",Philip Pullman,4.14,354967,9605,"The second instalment in Philip Pullman’s His Dark Materials trilogy, join Lyra as her terrifying journey continues.-----She had asked: What is he? A friend or an enemy?The alethiometer answered: He is a murderer.When she saw the answer, she relaxed at once.Lyra finds herself in a shimmering, haunted otherworld – Cittàgazze, where soul-eating Spectres stalk the streets and",null,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1535965085l/41637836._SY475_.jpg,370
"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,4.24,720015,26015,"The heroic son of Poseidon makes an action-packed comeback in the second must-read installment of Rick Riordan's amazing young readers series. Starring Percy Jackson, a ""half blood"" whose mother is human and whose father is the God of the Sea, Riordan's series combines cliffhanger adventure and Greek mythology lessons that results in true page-turners that get better with ",9780786856862,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400602661l/28186.jpg,279
"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,4.37,270549,14281,"Vin, the street urchin who has grown into the most powerful Mistborn in the land, and Elend Venture, the idealistic young nobleman who loves her, must build a healthy new society in the ashes of an empire. Three separate armies attack. As the siege tightens, an ancient legend seems to offer a glimmer of hope. But even if it really exists, no one knows where to find the Wel",9780765316882,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480717596l/68429._SY475_.jpg,590
Uprooted (Hardcover),Naomi Novik,4.08,155494,21500,"“Our Dragon doesn’t eat the girls he takes, no matter what stories they tell outside our valley. We hear them sometimes, from travelers passing through. They talk as though we were doing human sacrifice, and he were a real dragon. Of course that’s not true: he may be a wizard and immortal, but he’s still a man, and our fathers would band together and kill him if he wanted ",9780804179034,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550135418l/22544764._SX318_.jpg,435
The Silmarillion (Hardcover),J.R.R. Tolkien,3.93,210891,7769,"A number-one New York Times bestseller when it was originally published, THE SILMARILLION is the core of J.R.R. Tolkien's imaginative writing, a work whose origins stretch back to a time long before THE HOBBIT.Tolkien considered THE SILMARILLION his most important work, and, though it was published last and posthumously, this great collection of tales and legends clearly s",9780618391110,Fantasy,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565193934l/7332.jpg,386
"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg Larsson,4.14,2549877,68137,"Harriet Vanger, a scion of one of Sweden’s wealthiest families disappeared over forty years ago. All these years later, her aged uncle continues to seek the truth. He hires Mikael Blomkvist, a crusading journalist recently trapped by a libel conviction, to investigate. He is aided by the pierced and tattooed punk prodigy Lisbeth Salander. Together they tap into a vein of u",null,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327868566l/2429135.jpg,465
"The Girl Who Played with Fire (Millennium, #2)",Stieg Larsson,4.24,794896,33912,"Part blistering espionage thriller, part riveting police procedural, and part piercing exposé on social injustice, The Girl Who Played with Fire is a masterful, endlessly satisfying novel.  Mikael Blomkvist, crusading publisher of the magazine Millennium, has decided to run a story that will expose an extensive sex trafficking operation. On the eve of its publication, the ",9780307269980,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351778881l/5060378.jpg,503
Gone Girl (Paperback),Gillian Flynn,4.07,2267655,131844,"Marriage can be a real killer.On a warm summer morning in North Carthage, Missouri, it is Nick and Amy Dunne’s fifth wedding anniversary. Presents are being wrapped and reservations are being made when Nick’s clever and beautiful wife disappears from their rented McMansion on the Mississippi River. Husband-of-the-Year Nick isn’t doing himself any favors with cringe-worthy ",null,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1554086139l/19288043.jpg,415
"The Girl Who Kicked the Hornet's Nest (Millennium, #3)",Stieg Larsson,4.22,632955,28821,"The stunning third and final novel in Stieg Larsson's internationally best-selling trilogy.Lisbeth Salander - the heart of Larsson's two previous novels - lies in critical condition, a bullet wound to her head, in the intensive care unit of a Swedish city hospital. She's fighting for her life in more ways than one: if and when she recovers, she'll be taken back to Stockhol",9780307269997,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327708260l/6892870.jpg,566
And Then There Were None (Paperback),Agatha Christie,4.26,780033,31408,"First, there were ten—a curious assortment of strangers summoned as weekend guests to a little private island off the coast of Devon. Their host, an eccentric millionaire unknown to all of them, is nowhere to be found. All that the guests have in common is a wicked past they're unwilling to reveal—and a secret that will seal their fate. For each has been marked for murder.",9780312330873,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391120695l/16299.jpg,264
The Girl on the Train (Hardcover),Paula Hawkins,3.92,2040368,109227,"An alternative cover edition for this ISBN can be found here.Rachel catches the same commuter train every morning. She knows it will wait at the same signal each time, overlooking a row of back gardens. She’s even started to feel like she knows the people who live in one of the houses. “Jess and Jason,” she calls them. Their life—as she sees it—is perfect. If only Rachel c",9781594633669,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1574805682l/22557272.jpg,325
"The Cuckoo's Calling (Cormoran Strike, #1)",Robert Galbraith,3.86,467557,32877,"A brilliant mystery in a classic vein: Detective Cormoran Strike investigates a supermodel's suicide.After losing his leg to a land mine in Afghanistan, Cormoran Strike is barely scraping by as a private investigator. Strike is down to one client, and creditors are calling. He has also just broken up with his longtime girlfriend and is living in his office.Then John Bristo",9780316206846,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540217136l/16160797.jpg,456
In Cold Blood (Paperback),Truman Capote,4.07,511476,16170,"On November 15, 1959, in the small town of Holcomb, Kansas, four members of the Clutter family were savagely murdered by blasts from a shotgun held a few inches from their faces. There was no apparent motive for the crime, and there were almost no clues. As Truman Capote reconstructs the murder and the investigation that led to the capture, trial, and execution of the kill",9780679745587,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424931136l/168642.jpg,343
"Murder on the Orient Express (Hercule Poirot, #10)",Agatha Christie,4.17,360464,22744,"Just after midnight, a snowdrift stops the Orient Express in its tracks. The luxurious train is surprisingly full for the time of the year, but by the morning it is one passenger fewer. An American tycoon lies dead in his compartment, stabbed a dozen times, his door locked from the inside.Isolated and with a killer in their midst, detective Hercule Poirot must identify the",9780007119318,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486131451l/853510._SY475_.jpg,347
Sharp Objects (Paperback),Gillian Flynn,3.97,647306,43393,"Fresh from a brief stay at a psych hospital, reporter Camille Preaker faces a troubling assignment: she must return to her tiny hometown to cover the murders of two preteen girls. For years, Camille has hardly spoken to her neurotic, hypochondriac mother or to the half-sister she barely knows: a beautiful thirteen-year-old with an eerie grip on the town. Now, installed in ",null,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1475695315l/18045891.jpg,254
"A Study in Scarlet (Sherlock Holmes, #1)",Arthur Conan Doyle,4.16,312849,10306,"""A Study in Scarlet"" is the first published story of one of the most famous literary detectives of all time, Sherlock Holmes. Here Dr. Watson, who has just returned from a war in Afghanistan, meets Sherlock Holmes for the first time when they become flat-mates at the famous 221 B Baker Street. In ""A Study in Scarlet"" Sherlock Holmes investigates a murder at Lauriston Garde",9781420925531,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519031842l/102868._SX318_.jpg,123
Dark Places (Hardcover),Gillian Flynn,3.94,558835,35041,"From The #1 New York Times Bestselling Author Of Gone GirlLibby Day was seven when her mother and two sisters were murdered in “The Satan Sacrifice"" of Kinnakee, Kansas. She survived—and famously testified that her fifteen-year-old brother, Ben, was the killer. Twenty-five years later, the Kill Club—a secret secret society obsessed with notorious crimes—locates Libby and p",9780307341563,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1354988288l/5886881.jpg,349
"In the Woods (Dublin Murder Squad, #1)",Tana French,3.77,293328,21188,"A gorgeously written novel that marks the debut of an astonishing new voice in psychological suspense.As dusk approaches a small Dublin suburb in the summer of 1984, mothers begin to call their children home. But on this warm evening, three children do not return from the dark and silent woods. When the police arrive, they find only one of the children. He is gripping a tr",null,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1562761513l/2459785._SY475_.jpg,431
"The Silkworm (Cormoran Strike, #2)",Robert Galbraith,4.04,209611,16837,"Private investigator Cormoran Strike returns in a new mystery from Robert Galbraith, author of the #1 international bestseller The Cuckoo's Calling.When novelist Owen Quine goes missing, his wife calls in private detective Cormoran Strike. At first, Mrs. Quine just thinks her husband has gone off by himself for a few days—as he has done before—and she wants Strike to find ",9780316206877,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1540217126l/18214414.jpg,456
The Godfather (Paperback),Mario Puzo,4.37,324587,8411,"The Godfather—the epic tale of crime and betrayal that became a global phenomenon.Almost fifty years ago, a classic was born. A searing portrayal of the Mafia underworld, The Godfather introduced readers to the first family of American crime fiction, the Corleones, and their powerful legacy of tradition, blood, and honor. The seduction of power, the pitfalls of greed, and ",null,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394988109l/22034._SY475_.jpg,448
"The Silence of the Lambs  (Hannibal Lecter, #2)",Thomas  Harris,4.20,451721,5648,Hannibal Lecter. The ultimate villain of modern fiction. Read the five-million-copy bestseller that scared the world silent. The Silence of the Lambs. A young FBI trainee. An evil genius locked away for unspeakable crimes. A plunge into the darkest chambers of a psychopath's mind--in the deadly search for a serial killer. - back cover,9780099446781,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1565096163l/23807._SY475_.jpg,421
"Red Dragon (Hannibal Lecter, #1)",Thomas  Harris,4.03,265147,4814,"A second family has been massacred by the terrifying serial killer the press has christened ""The Tooth Fairy."" Special Agent Jack Crawford turns to the one man who can help restart a failed investigation: Will Graham. Graham is the greatest profiler the FBI ever had, but the physical and mental scars of capturing Hannibal Lecter have caused Graham to go into early retireme",null,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593241110l/28877.jpg,348
The Hound of the Baskervilles (Mass Market Paperback),Arthur Conan Doyle,4.12,244238,7777,"We owe The Hound of the Baskervilles (1902) to Arthur Conan Doyle's good friend Fletcher ""Bobbles"" Robinson, who took him to visit some scary English moors and prehistoric ruins, and told him marvelous local legends about escaped prisoners and a 17th-century aristocrat who fell afoul of the family dog. Doyle transmogrified the legend: generations ago, a hound of hell tore ",null,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355929358l/8921.jpg,256
"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,3.85,1890886,46538,"While in Paris, Harvard symbologist Robert Langdon is awakened by a phone call in the dead of the night. The elderly curator of the Louvre has been murdered inside the museum, his body covered in baffling symbols. As Langdon and gifted French cryptologist Sophie Neveu sort through the bizarre riddles, they are stunned to discover a trail of clues hidden in the works of Leo",9780307277671,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1579621267l/968.jpg,489
"The Murder of Roger Ackroyd (Hercule Poirot, #4)",Agatha Christie,4.25,143195,10077,"Considered to be one of Agatha Christie's most controversial mysteries, The Murder of Roger Ackroyd breaks all the rules of traditional mystery writing. The peaceful English village of King’s Abbot is stunned. First, the attractive widow Ferrars dies from an overdose of veronal. Not twenty-four hours later, Roger Ackroyd—the man she had planned to marry—is murdered. It is ",9781579126278,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389734015l/16328.jpg,288
"The Mysterious Affair at Styles (Hercule Poirot, #1)",Agatha Christie,3.99,240726,7541,"Agatha Christie's debut novel was the first to feature Hercule Poirot, her famously eccentric Belgian detective. A refugee of the Great War, Poirot is settling in England near Styles Court, the country estate of his wealthy benefactress, the elderly Emily Inglethorp. When Emily is poisoned and the authorities are baffled, Poirot puts his prodigious sleuthing skills to work",9780646418438,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386922393l/16343.jpg,121
"The Big Sleep (Philip Marlowe, #1)",Raymond Chandler,4.00,119683,5497,"""Down these mean streets a man must go who is not himself mean, who is neither tarnished nor afraid....He is the hero; he is everything. He must be a complete man and a common man and yet an unusual man. This is the Code of the Private Eye as defined by Raymond Chandler in his 1944 essay 'The Simple Act of Murder.' Such a man was Philip Marlowe, private eye, an educated, h",9780394758282,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371584712l/2052.jpg,231
"Career of Evil (Cormoran Strike, #3)",Robert Galbraith,4.21,158041,13787,"Cormoran Strike is back, with his assistant Robin Ellacott, in a mystery based around soldiers returning from war.When a mysterious package is delivered to Robin Ellacott, she is horrified to discover that it contains a woman’s severed leg.Her boss, private detective Cormoran Strike, is less surprised but no less alarmed. There are four people from his past who he thinks c",null,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1529685910l/40611999._SY475_.jpg,498
Assuming Names: A Con Artist's Masquerade (ebook),Tanya Thompson,3.82,27011,268,"When it was over, there were a lot of questions. The detectives were embarrassed but they still wanted answered, ""How did a 15-year-old runaway successfully pose as a world traveled countess?"" The newspapers turned it back on them, practically sneering, ""How did she do it while under investigation by the FBI, DEA, and Interpol?"" The Mafia had been demanding the same thing ",9781311789785,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1394851829l/21449526.jpg,280
"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America (Hardcover)",Erik Larson,4.00,503184,32195,"Author Erik Larson imbues the incredible events surrounding the 1893 Chicago World's Fair with such drama that readers may find themselves checking the book's categorization to be sure that 'The Devil in the White City' is not, in fact, a highly imaginative novel. Larson tells the stories of two men: Daniel H. Burnham, the architect responsible for the fair's construction,",9780609608449,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1583433024l/397483.jpg,447
I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer (ebook),Michelle McNamara,4.14,138456,13802,"A masterful true crime account of the Golden State Killer—the elusive serial rapist turned murderer who terrorized California for over a decade—from Michelle McNamara, the gifted journalist who died tragically while investigating the case.""You’ll be silent forever, and I’ll be gone in the dark.""For more than ten years, a mysterious and violent predator committed fifty sexu",9780062319807,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1499131009l/35068432.jpg,352
"Angels & Demons (Robert Langdon, #1)",Dan Brown,3.90,2619763,28703,World-renowned Harvard symbologist Robert Langdon is summoned to a Swiss research facility to analyze a cryptic symbol seared into the chest of a murdered physicist. What he discovers is unimaginable: a deadly vendetta against the Catholic Church by a centuries-old underground organization -- the Illuminati. In a desperate race to save the Vatican from a powerful time bomb,9781416524793,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1558711679l/960.jpg,736
The Adventures of Sherlock Holmes (Paperback),Arthur Conan Doyle,4.30,235983,6560,"The Adventures of Sherlock Holmes is the series of short stories that made the fortunes of the Strand magazine, in which they were first published, and won immense popularity for Sherlock Holmes and Dr Watson. The detective is at the height of his powers and the volume is full of famous cases, including 'The Red-Headed League', 'The Blue Carbuncle', and 'The Speckled Band'",null,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1164045516l/3590.jpg,389
"Death on the Nile (Hercule Poirot, #17)",Agatha Christie,4.11,116811,5092,"The tranquillity of a cruise along the Nile is shattered by the discovery that Linnet Ridgeway has been shot through the head. She was young, stylish and beautiful, a girl who had everything - until she lost her life. Hercule Poirot recalls an earlier outburst by a fellow passenger: 'I'd like to put my dear little pistol against her head and just press the trigger.' Yet in",9780553119220,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486837149l/131359._SY475_.jpg,214
"Flaggermusmannen (Harry Hole, #1)",Jo Nesbø,3.54,80758,5935,"Politimannen Harry Hole er i Sydney for å bistå australsk politi i etterforskningen av drapet på en ung norsk kvinne. På sin vei gjennom lysskye miljøer treffer han horer og halliker, transer, klovner og pushere. Og noen aboriginer, Australias urinnvånere. Harry Hole har reist så langt vekk fra Norge som det er mulig å komme. Saken er komplisert, og i den blinde nattejakte",9788203180729,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1236348090l/1991039.jpg,339
"Killing Floor (Jack Reacher, #1)",Lee Child,4.05,240530,10471,"Ex-military policeman Jack Reacher is a drifter. He's just passing through Margrave, Georgia, and in less than an hour, he's arrested for murder. Not much of a welcome. All Jack knows is that he didn't kill anybody. At least not here. Not lately. But he doesn't stand a chance of convincing anyone. not in Margrave, Georgia. Not a chance in hell.",9780515141429,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399313258l/78129.jpg,424
"The Sign of Four (Sherlock Holmes, #2)",Arthur Conan Doyle,3.94,102812,4624,"As a dense yellow fog swirls through the streets of London, a deep melancholy has descended on Sherlock Holmes, who sits in a cocaine-induced haze at 221B Baker Street. His mood is only lifted by a visit from a beautiful but distressed young woman - Mary Morstan, whose father vanished ten years before. Four years later she began to receive an exquisite gift every year: a l",9780140439076,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1299346921l/608474.jpg,129
"Postmortem (Kay Scarpetta, #1)",Patricia Daniels Cornwell,4.02,206560,2869,"Four women with nothing in common, united only in death. Four brutalized victims of a brilliant monster - a ""Mr. Nobody"", moving undetected through a paralyzed city, leaving behind a gruesome trail of carnage . . . but few clues. With skilled hands, an unerring eye, and the latest advances in forensic research, an unrelenting female medical examiner - Kay Scarpetta - is de",9780743477154,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1341835831l/6534.jpg,342
"The Redbreast (Harry Hole, #3)",Jo Nesbø,3.93,83796,4174,"The Redbreast is a fabulous introduction to Nesbø’s tough-as-nails series protagonist, Oslo police detective Harry Hole. A brilliant and epic novel, breathtaking in its scope and design—winner of The Glass Key for best Nordic crime novel and selected as the best Norwegian crime novel ever written by members of Norway’s book clubs—The Redbreast is a chilling tale of murder ",9781843432173,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320540474l/465226.jpg,519
"The Dry (Aaron Falk, #1)",Jane Harper,4.03,144461,13406,"A small town hides big secrets in this atmospheric, page-turning debut mystery by award-winning author Jane Harper.In the grip of the worst drought in a century, the farming community of Kiewarra is facing life and death choices daily when three members of a local family are found brutally slain.Federal Police investigator Aaron Falk reluctantly returns to his hometown for",null,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1456113132l/27824826.jpg,352
"Déjà Dead (Temperance Brennan, #1)",Kathy Reichs,3.87,128624,3727,"Her life is devoted to justice; for those she never even knew. In the year since Temperance Brennan left behind a shaky marriage in North Carolina, work has often preempted her weekend plans to explore Quebec. When a female corpse is discovered meticulously dismembered and stashed in trash bags, Temperance detects an alarming pattern and she plunges into a harrowing search",9780671011369,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334157601l/231604.jpg,532
"Darkly Dreaming Dexter (Dexter, #1)",Jeff Lindsay,3.90,183221,6378,"Meet Dexter Morgan, a polite wolf in sheep's clothing. He's handsome and charming, but something in his past has made him abide by a different set of rules. He's a serial killer whose one golden rule makes him immensely likeable: he only kills bad people. And his job as a blood splatter expert for the Miami police department puts him in the perfect position to identify his",null,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1557598685l/17231._SY475_.jpg,288
"The A.B.C. Murders (Hercule Poirot, #13)",Agatha Christie,4.02,93396,4615,"When Alice Asher is murdered in Andover, Hercule Poirot is already on to the clues. Alphabetically speaking, it's one down, twenty-five to go.There's a serial killer on the loose. His macabre calling card is to leave the ABC Railway guide beside each victim's body. But if A is for Alice Asher, bludgeoned to death in Andover; and B is for Betty Bernard, strangled with her b",9781579126247,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389733983l/16322.jpg,232
"The Surgeon (Rizzoli & Isles, #1)",Tess Gerritsen,4.10,127585,4195,"IN BOSTON, THERE'S A KILLER ON THE LOOSE...A killer who targets lone women, who breaks into their apartments and performs terrifying ritualistic acts of torture on them before finishing them off. His surgical skills lead police to suspect he is a physician - a physician who, instead of saving lives, takes them.But as homicide detective Thomas Moore and his partner Jane Riz",9780553817065,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1277923728l/32263.jpg,416
The Lovely Bones (Mass Market Paperback),Alice Sebold,3.81,1980471,40126,"""My name was Salmon, like the fish; first name, Susie. I was fourteen when I was murdered on December 6, 1973.""So begins the story of Susie Salmon, who is adjusting to her new home in heaven, a place that is not at all what she expected, even as she is watching life on earth continue without her -- her friends trading rumors about her disappearance, her killer trying to co",9780316166683,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1457810586l/12232938.jpg,372
"Mr. Mercedes (Bill Hodges Trilogy, #1)",Stephen King,3.97,228488,16414,"#1 New York Times bestseller! In a high-suspense race against time, three of the most unlikely heroes Stephen King has ever created try to stop a lone killer from blowing up thousands. “Mr. Mercedes is a rich, resonant, exceptionally readable accomplishment by a man who can write in whatever genre he chooses” (The Washington Post).In the frigid pre-dawn hours, in a distres",9781476754451,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1468705326l/18775247._SY475_.jpg,437
"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)",Michael Connelly,4.10,148928,4349,"For maverick LAPD homicide detective Harry Bosch, the body in the drainpipe at Mulholland Dam is more than another anonymous statistic. This one is personal...because the murdered man was a fellow Vietnam ""tunnel rat"" who had fought side by side with him in a hellish underground war. Now Bosch is about to relive the horror of Nam. From a dangerous maze of blind alleys to a",9780446612739,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344265342l/32508.jpg,482
The Zombie Room (Kindle Edition),R.D. Ronald,4.16,59944,185,"An unlikely bond is forged between three men from very different backgrounds when they serve time together in prison. A series of wrong turns and disastrous life choices has led to their incarceration. Following their release, Mangle, Decker and Tazeem stick together as they return to a life of crime, embarking on a lucrative scam. But when they stumble upon a sophisticate",null,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460547041l/29908754._SY475_.jpg,241
"The Black Dahlia (L.A. Quartet, #1)",James Ellroy,3.76,78707,2529,"On January 15, 1947, the torture-ravished body of a beautiful young woman is found in a vacant lot. The victim makes headlines as the Black Dahlia—and so begins the greatest manhunt in California history. Caught up in the investigation are Bucky Bleichert and Lee Blanchard: Warrants Squad cops, friends, and rivals in love with the same woman. But both are obsessed with the",9780446698870,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387048173l/21704.jpg,348
"Rivers of London (Peter Grant, #1)",Ben Aaronovitch,3.87,86808,8324,"Probationary Constable Peter Grant dreams of being a detective in London’s Metropolitan Police. Too bad his superior plans to assign him to the Case Progression Unit, where the biggest threat he’ll face is a paper cut. But Peter’s prospects change in the aftermath of a puzzling murder, when he gains exclusive information from an eyewitness who happens to be a ghost. Peter’",9780575097568,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1401385034l/9317452.jpg,392
"Along Came a Spider (Alex Cross, #1)",James Patterson,4.11,392605,5012,"A missing little girl named Maggie Rose . . . a family of three brutally murdered in the projects of Washington, D.C. . . . the thrill-killing of a beautiful elementary school teacher . . . a psychopathic serial kidnapper/murderer who is so terrifying that the FBI, the Secret Service, and the police cannot outsmart him - even after he's been captured.Gary Soneji wants to c",9780446692632,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388272560l/13145.jpg,449
The Elephant Tree (Paperback),R.D. Ronald,4.14,57926,233,"Mark Fallon is an overworked detective investigating a spate of attacks at a string of high profile city centre nightclubs. Scott is a dejected 24 year old struggling to make ends meet working for his brother and supplementing his income with a small-scale drug dealing operation. Angela is an attractive 23 year old, raised by her father, a career criminal and small time dr",9781848764569,Crime,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327248026l/9293020.jpg,252
